1	0.001000	0.000000	0.001000	0.000000	0.000000	0.001000	0.000000	0.000000	
2	0.005000	0.002000	0.002000	0.000000	0.000000	0.001000	0.000000	0.000000	
3	0.010000	0.003000	0.005000	0.001000	0.000000	0.000000	0.000000	0.001000	
4	0.017000	0.007000	0.008000	0.001000	0.000000	0.001000	0.000000	0.000000	
5	0.028000	0.008000	0.014000	0.001000	0.001000	0.000000	0.000000	0.001000	
6	0.039000	0.012000	0.020000	0.001000	0.000000	0.001000	0.000000	0.000000	
7	0.054000	0.018000	0.025000	0.002000	0.000000	0.002000	0.000000	0.000000	
8	0.071000	0.024000	0.033000	0.001000	0.000000	0.001000	0.000000	0.002000	
9	0.099000	0.029000	0.042000	0.001000	0.002000	0.001000	0.000000	0.000000	
10	0.128000	0.035000	0.052000	0.002000	0.001000	0.001000	0.000000	0.001000	
11	0.141000	0.040000	0.063000	0.003000	0.001000	0.000000	0.000000	0.001000	
12	0.195000	0.050000	0.075000	0.001000	0.001000	0.002000	0.000000	0.000000	
13	0.210000	0.062000	0.086000	0.003000	0.001000	0.002000	0.000000	0.000000	
14	0.294000	0.070000	0.100000	0.003000	0.001000	0.002000	0.000000	0.001000	
15	0.374000	0.078000	0.115000	0.003000	0.001000	0.002000	0.000000	0.000000	
16	0.352000	0.090000	0.132000	0.003000	0.001000	0.003000	0.000000	0.000000	
17	0.455000	0.103000	0.149000	0.004000	0.001000	0.003000	0.000000	0.001000	
18	0.546000	0.114000	0.169000	0.004000	0.001000	0.003000	0.000000	0.000000	
19	0.615000	0.128000	0.186000	0.004000	0.001000	0.003000	0.000000	0.001000	
20	0.617000	0.142000	0.206000	0.004000	0.002000	0.003000	0.000000	0.001000	
21	0.682000	0.157000	0.227000	0.005000	0.001000	0.003000	0.000000	0.001000	
22	0.740000	0.171000	0.250000	0.004000	0.002000	0.003000	0.000000	0.001000	
23	0.818000	0.191000	0.273000	0.005000	0.002000	0.003000	0.000000	0.001000	
24	0.903000	0.201000	0.298000	0.005000	0.001000	0.004000	0.000000	0.001000	
25	0.984000	0.222000	0.322000	0.006000	0.001000	0.004000	0.000000	0.001000	
26	1.165000	0.240000	0.349000	0.005000	0.002000	0.004000	0.000000	0.001000	
27	1.216000	0.262000	0.376000	0.006000	0.002000	0.004000	0.001000	0.001000	
28	1.266000	0.293000	0.404000	0.006000	0.002000	0.004000	0.001000	0.001000	
29	1.371000	0.299000	0.435000	0.006000	0.002000	0.004000	0.000000	0.001000	
30	1.500000	0.322000	0.464000	0.006000	0.002000	0.004000	0.000000	0.002000	
31	1.619000	0.344000	0.498000	0.006000	0.003000	0.005000	0.000000	0.001000	
32	1.726000	0.362000	0.528000	0.007000	0.002000	0.005000	0.000000	0.001000	
33	1.815000	0.388000	0.561000	0.007000	0.002000	0.005000	0.001000	0.001000	
34	1.919000	0.409000	0.596000	0.007000	0.003000	0.004000	0.001000	0.001000	
35	2.031000	0.436000	0.634000	0.008000	0.002000	0.006000	0.000000	0.001000	
36	2.276000	0.466000	0.668000	0.008000	0.002000	0.005000	0.001000	0.001000	
37	2.345000	0.483000	0.705000	0.008000	0.002000	0.006000	0.000000	0.001000	
38	2.433000	0.505000	0.745000	0.007000	0.003000	0.007000	0.000000	0.001000	
39	2.686000	0.542000	0.784000	0.008000	0.003000	0.007000	0.000000	0.002000	
40	2.740000	0.572000	0.829000	0.009000	0.003000	0.006000	0.000000	0.002000	
